id,region,province,companyName,verdict,website,stratum,reviewer,reviewed_at,entity_correct,official_website_correct,identity_correct,source_correct,verdict_correct,commercial_value_real,false_positive,false_negative,critical_contamination,notes,corrected_value
shadow-gare-campania-001,Campania,SA,[SAMPLE] gare Campania VERY_HIGH #1 (SA),VERY_HIGH,https://sample-gare-1.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-002,Campania,CE,[SAMPLE] gare Campania VERY_HIGH #2 (CE),VERY_HIGH,https://sample-gare-2.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-003,Campania,AV,[SAMPLE] gare Campania VERY_HIGH #3 (AV),VERY_HIGH,https://sample-gare-3.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-004,Campania,BN,[SAMPLE] gare Campania VERY_HIGH #4 (BN),VERY_HIGH,https://sample-gare-4.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-005,Campania,NA,[SAMPLE] gare Campania VERY_HIGH #5 (NA),VERY_HIGH,https://sample-gare-5.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-006,Campania,SA,[SAMPLE] gare Campania VERY_HIGH #6 (SA),VERY_HIGH,https://sample-gare-6.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-007,Campania,CE,[SAMPLE] gare Campania VERY_HIGH #7 (CE),VERY_HIGH,https://sample-gare-7.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-008,Campania,AV,[SAMPLE] gare Campania VERY_HIGH #8 (AV),VERY_HIGH,https://sample-gare-8.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-009,Campania,BN,[SAMPLE] gare Campania VERY_HIGH #9 (BN),VERY_HIGH,https://sample-gare-9.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-010,Campania,NA,[SAMPLE] gare Campania VERY_HIGH #10 (NA),VERY_HIGH,https://sample-gare-10.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-011,Campania,SA,[SAMPLE] gare Campania VERY_HIGH #11 (SA),VERY_HIGH,https://sample-gare-11.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-012,Campania,CE,[SAMPLE] gare Campania VERY_HIGH #12 (CE),VERY_HIGH,https://sample-gare-12.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-013,Campania,AV,[SAMPLE] gare Campania VERY_HIGH #13 (AV),VERY_HIGH,https://sample-gare-13.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-014,Campania,BN,[SAMPLE] gare Campania VERY_HIGH #14 (BN),VERY_HIGH,https://sample-gare-14.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-015,Campania,NA,[SAMPLE] gare Campania VERY_HIGH #15 (NA),VERY_HIGH,https://sample-gare-15.example.it,VERY_HIGH,,,,,,,,,,,,,
shadow-gare-campania-016,Campania,SA,[SAMPLE] gare Campania HIGH #1 (SA),HIGH,https://sample-gare-16.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-017,Campania,CE,[SAMPLE] gare Campania HIGH #2 (CE),HIGH,https://sample-gare-17.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-018,Campania,AV,[SAMPLE] gare Campania HIGH #3 (AV),HIGH,https://sample-gare-18.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-019,Campania,BN,[SAMPLE] gare Campania HIGH #4 (BN),HIGH,https://sample-gare-19.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-020,Campania,NA,[SAMPLE] gare Campania HIGH #5 (NA),HIGH,https://sample-gare-20.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-021,Campania,SA,[SAMPLE] gare Campania HIGH #6 (SA),HIGH,https://sample-gare-21.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-022,Campania,CE,[SAMPLE] gare Campania HIGH #7 (CE),HIGH,https://sample-gare-22.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-023,Campania,AV,[SAMPLE] gare Campania HIGH #8 (AV),HIGH,https://sample-gare-23.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-024,Campania,BN,[SAMPLE] gare Campania HIGH #9 (BN),HIGH,https://sample-gare-24.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-025,Campania,NA,[SAMPLE] gare Campania HIGH #10 (NA),HIGH,https://sample-gare-25.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-026,Campania,SA,[SAMPLE] gare Campania HIGH #11 (SA),HIGH,https://sample-gare-26.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-027,Campania,CE,[SAMPLE] gare Campania HIGH #12 (CE),HIGH,https://sample-gare-27.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-028,Campania,AV,[SAMPLE] gare Campania HIGH #13 (AV),HIGH,https://sample-gare-28.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-029,Campania,BN,[SAMPLE] gare Campania HIGH #14 (BN),HIGH,https://sample-gare-29.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-030,Campania,NA,[SAMPLE] gare Campania HIGH #15 (NA),HIGH,https://sample-gare-30.example.it,HIGH,,,,,,,,,,,,,
shadow-gare-campania-031,Campania,SA,[SAMPLE] gare Campania MEDIUM #1 (SA),MEDIUM,https://sample-gare-31.example.it,MEDIUM,,,,,,,,,,,,,
shadow-gare-campania-032,Campania,CE,[SAMPLE] gare Campania MEDIUM #2 (CE),MEDIUM,https://sample-gare-32.example.it,MEDIUM,,,,,,,,,,,,,
shadow-gare-campania-033,Campania,AV,[SAMPLE] gare Campania MEDIUM #3 (AV),MEDIUM,https://sample-gare-33.example.it,MEDIUM,,,,,,,,,,,,,
shadow-gare-campania-034,Campania,BN,[SAMPLE] gare Campania MEDIUM #4 (BN),MEDIUM,https://sample-gare-34.example.it,MEDIUM,,,,,,,,,,,,,
shadow-gare-campania-035,Campania,NA,[SAMPLE] gare Campania MEDIUM #5 (NA),MEDIUM,https://sample-gare-35.example.it,MEDIUM,,,,,,,,,,,,,
